Entity,Year,share_gdp_primary,share_gdp_secondary,share_gdp_tertiary,share_pop_tertiary,primary_rate,secondary_rate
Chad,2004,0.725709974765778,0.587090015411377,0.28014999628067,,33.5806007385254,10.744460105896
Chad,2005,0.775950014591217,0.60139000415802,0.317440003156662,,30.166389465332,
Chad,2009,1.36951005458832,0.655009984970093,0.286119997501373,,31.1958503723145,17.1195297241211
Chad,2010,1.02305996417999,0.543169975280762,0.391609996557236,,30.9812297821045,16.1226902008057
Chad,2011,0.918210029602051,0.789110004901886,0.367680013179779,,34.1234092712402,16.5138893127441
Chile,1998,1.42586994171143,1.14285004138947,0.56726998090744,,,
Chile,2000,1.59423995018005,1.27003002166748,0.53864997625351,8.33,,
Chile,2002,1.68567001819611,1.4154200553894,0.562430024147034,,,
Chile,2003,1.53262996673584,1.47836995124817,0.506529986858368,,,
Chile,2004,1.31781005859375,1.32590997219086,0.527360022068024,,,
Chile,2005,1.20642995834351,1.25767004489899,0.450410008430481,7.43,,
Chile,2006,1.08529996871948,1.16730999946594,0.4478699862957,,,
Chile,2007,1.1428200006485,1.23661005496979,0.493550002574921,,,
Chile,2008,1.38067996501923,1.43623995780945,0.550490021705627,,,
Chile,2009,1.54326999187469,1.49431002140045,0.661710023880005,,,
Chile,2010,1.32692003250122,1.3602499961853,0.933659970760345,5.92,,
Chile,2011,1.33236002922058,1.32088994979858,0.886539995670319,,95.822998046875,96.8170623779297
Chile,2012,1.46711003780365,1.49976003170013,0.965960025787354,,97.7999420166016,96.1428985595703
Chile,2013,1.33106005191803,1.35135996341705,1.16736996173859,,96.6213989257813,93.3973770141602
China,1998,0.667590022087097,0.596610009670258,0.288419991731644,,,
China,1999,0.618009984493256,0.709309995174408,0.454719990491867,,,
Colombia,1998,1.76446998119354,1.29531002044678,0.769230008125305,,92.2085876464844,66.429573059082
Colombia,1999,2.00554990768433,1.4770200252533,0.846870005130768,,94.3529205322266,
Colombia,2000,1.56448996067047,1.16118001937866,0.697950005531311,8.66,94.9859390258789,
Colombia,2001,1.65303003787994,1.2248899936676,0.737089991569519,,92.9772109985352,57.5511093139648
Colombia,2002,1.70220994949341,1.25336003303528,0.566709995269775,,94.1184768676758,63.0662498474121
Colombia,2004,1.97133004665375,1.45620000362396,0.542890012264252,,103.520500183105,70.026237487793
Colombia,2005,1.89511001110077,1.4433000087738,0.551869988441467,6.6,108.417449951172,75.9651718139648
Colombia,2006,1.57668995857239,1.13304996490479,0.569549977779388,,115.745933532715,79.3107604980469
Colombia,2007,1.48661994934082,1.0533299446106,,,118.566200256348,82.2406921386719
Colombia,2008,1.45844995975494,1.57274997234344,0.861949980258942,,119.183898925781,85.4016036987305
Colombia,2009,1.82335996627808,1.66227996349335,0.930199980735779,,124.105003356934,93.0230484008789
Colombia,2010,1.73362994194031,1.68048000335693,1.06684005260468,18.55,122.440299987793,96.7341918945313
Colombia,2011,1.58666002750397,1.61705005168915,0.918959975242615,,119.934158325195,95.8978805541992
Colombia,2012,1.53327000141144,1.56565999984741,0.96356999874115,,113.1904296875,92.8255081176758
Colombia,2013,1.68825995922089,1.72235000133514,0.869459986686707,,102.107917785645,77.8202819824219
Colombia,2014,1.66279995441437,1.75136005878448,0.969430029392242,,100.602180480957,78.2389373779297
Comoros,1998,1.57351005077362,1.55889999866486,0.125469997525215,,,
Comoros,2002,1.75460004806519,1.55691003799438,0.297600001096725,,57.5662117004395,27.4978008270264
Comoros,2008,4.81102991104126,1.84440004825592,1.13856995105743,,72.6429595947266,
Comoros,2011,2.86803007125854,1.41008996963501,0.458460003137589,,,
Comoros,2012,2.87067008018494,1.41133999824524,0.416029989719391,,,
Costa Rica,1999,2.30029010772705,1.4203200340271,0.841449975967407,,86.5607299804688,38.8890991210938
Costa Rica,2000,2.04436993598938,1.23055005073547,0.854080021381378,12.39,92.1107025146484,45.0644607543945
Costa Rica,2001,2.01218008995056,1.4442800283432,0.901539981365204,,94.7752990722656,44.3479309082031
Costa Rica,2002,2.14987993240356,1.61646997928619,0.953760027885437,,96.6885223388672,45.8436012268066
Costa Rica,2004,2.22498989105225,1.36202001571655,0.919019997119904,,96.4613189697266,53.9895095825195
Costa Rica,2006,1.83480000495911,1.40041995048523,0.974039971828461,,91.6996917724609,57.4631118774414
Costa Rica,2007,1.84492003917694,1.48544001579285,0.989730000495911,,93.7295074462891,57.8185081481934
Costa Rica,2008,1.99443995952606,1.56340003013611,1.05445003509521,,95.0586166381836,59.2070198059082
Costa Rica,2009,2.59404993057251,1.96765005588531,1.19406998157501,,98.1324234008789,55.6585083007813
Costa Rica,2010,2.85442996025085,2.14648008346558,1.25458002090454,14.69,99.369270324707,54.712230682373
Costa Rica,2011,2.60225009918213,2.15446996688843,1.29925000667572,,104.536880493164,53.905891418457
Costa Rica,2012,2.68357992172241,2.27323007583618,1.35117995738983,,102.628547668457,58.6398811340332
Costa Rica,2013,2.53254008293152,2.33207988739014,1.41963005065918,,98.9620895385742,55.8147811889648
Costa Rica,2014,2.5458300113678,2.34498000144959,1.52019000053406,,98.7382583618164,58.8336791992188
Cote d'Ivoire,1998,1.63534998893738,1.25959002971649,0.890619993209839,,40.4930191040039,22.6977691650391
Cote d'Ivoire,1999,1.70651996135712,1.52572000026703,0.851729989051819,,43.4194488525391,
Cote d'Ivoire,2000,1.5391800403595,1.20981001853943,0.816389977931976,2.08,43.9570617675781,23.9949893951416
Cote d'Ivoire,2001,1.54872000217438,,0.712580025196075,,50.0916290283203,23.4533500671387
Cote d'Ivoire,2012,2.07497000694275,,,,55.9275588989258,31.9705791473389
Cote d'Ivoire,2014,1.84508001804352,1.75476002693176,0.992150008678436,,56.9107208251953,32.521671295166
Cuba,1998,2.17701005935669,2.26813006401062,1.02032005786896,,,
Cuba,1999,2.42540001869202,2.47883009910584,1.07556998729706,,94.7465286254883,84.7252426147461
Cuba,2000,2.65822005271912,2.92494010925293,1.35383999347687,5.59,96.4644927978516,95.6569213867188
Cuba,2001,2.60429000854492,3.04148006439209,1.42960000038147,,96.1296615600586,83.9998321533203
Cuba,2002,3.23158001899719,3.52432990074158,1.67866003513336,,101.075881958008,87.4888610839844
Cuba,2004,3.26132988929749,3.66587996482849,2.23629999160767,,93.3236999511719,92.5297088623047
Cuba,2005,3.2003800868988,3.9769299030304,2.32908010482788,8.32,93.736457824707,99.7053298950195
Cuba,2006,2.6550600528717,3.52044010162354,2.07347011566162,,92.154052734375,95.7083892822266
Cuba,2007,3.57695007324219,4.27481985092163,2.98099994659424,,92.5976791381836,92.8339920043945
Cuba,2008,3.58206009864807,4.1310601234436,,,88.9291915893555,93.2706527709961
Cuba,2009,3.34247994422913,3.73336005210876,,,97.3631286621094,91.8002471923828
Cuba,2010,3.72729992866516,3.73664999008179,,13.32,97.8986511230469,92.3834533691406
Curacao,2013,1.35401999950409,1.67267000675201,0.258830010890961,,,
Cyprus,1999,1.49837005138397,2.42493009567261,0.707710027694702,,100.718551635742,88.6383285522461
Cyprus,2000,1.38338005542755,2.5234899520874,0.859539985656738,15.89,97.6595001220703,91.2685775756836
Cyprus,2001,1.60476994514465,2.58792996406555,0.660619974136353,,98.0424880981445,91.5246810913086
Cyprus,2002,1.66522002220154,2.80914998054504,0.810890018939972,,100.450119018555,100.853019714355
Cyprus,2003,1.87732005119324,3.08095002174377,1.42830002307892,,101.184638977051,95.8564529418945
Cyprus,2004,1.69804000854492,2.80884003639221,1.35925996303558,,87.5518264770508,98.7372589111328
Cyprus,2005,1.73188996315002,2.8469500541687,1.45000994205475,14.51,100.081802368164,99.8448181152344
Cyprus,2006,1.7773300409317,2.80381989479065,1.50466001033783,,101.146209716797,99.81640625
Cyprus,2007,1.78675997257233,2.77954006195068,1.47990000247955,,99.9516296386719,86.6277084350586
Cyprus,2008,1.89158999919891,2.89239001274109,1.70134997367859,,100.246208190918,99.6753234863281
Cyprus,2009,2.02326989173889,3.0231499671936,1.88191998004913,,103.16040802002,100.984001159668
